"Source: Parline database on national parliaments (https://data.ipu.org).","",""
"Copyright: Inter-Parliamentary Union. Terms of use: https://www.ipu.org/terms-use","",""
"Field name: Percentage of women","",""
"Reference year: 2017","",""
"Exported on: 2019-12-30","",""
"","",""
"Country","Chamber","Percentage of women"
"Afghanistan","House of Elders","26.47"
"Algeria","Council of the Nation","6.99"
"Antigua and Barbuda","Senate","29.41"
"Argentina","Senate","41.67"
"Australia","Senate","40.79"
"Austria","Federal Council","31.15"
"Bahamas","Senate","43.75"
"Bahrain","Shura Council","22.5"
"Barbados","Senate","23.81"
"Belarus","Council of the Republic","30.36"
"Belgium","Senate","50"
"Belize","Senate","15.38"
"Bhutan","National Council","8"
"Bolivia (Plurinational State of)","Chamber of Senators","47.22"
"Bosnia and Herzegovina","House of Peoples","13.33"
"Brazil","Federal Senate","14.81"
"Burundi","Senate","41.86"
"Cambodia","Senate","14.75"
"Cameroon","Senate","20"
"Canada","Senate","45.74"
"Chile","Senate","13.95"
"Colombia","Senate","21.57"
"Congo","Senate","19.72"
"Czech Republic","Senate","18.75"
"Democratic Republic of the Congo","Senate","4.63"
"Dominican Republic","Senate","9.380000000000001"
"Equatorial Guinea","Senate","15.28"
"Eswatini","Senat","33.33"
"Ethiopia","House of the Federation","32.03"
"France","Senate","29.31"
"Gabon","Senate","17.65"
"Germany","Federal Council","39.13"
"Grenada","Senate","15.38"
"Haiti","Senate","3.57"
"India","Council of States","11.07"
"Ireland","Senate","30"
"Italy","Senate","28.44"
"Jamaica","Senate","23.81"
"Japan","House of Councillors","20.66"
"Jordan","Senate","15.38"
"Kazakhstan","Senate","10.64"
"Kenya","Senate","30.88"
"Lesotho","Senate","25"
"Liberia","The Liberian Senate","10"
"Madagascar","Senate","20.63"
"Malaysia","Senate","22.06"
"Mexico","Senate","36.72"
"Morocco","House of Councillors","11.67"
"Myanmar","House of Nationalities","10.41"
"Namibia","National Council","23.81"
"Netherlands","Senate","34.67"
"Nigeria","Senate","6.48"
"Oman","State Council","16.47"
"Palau","Senate","15.38"
"Paraguay","Senate","20"
"Philippines","Senate","25"
"Poland","Senate","14"
"Romania","Senate","13.97"
"Russian Federation","Council of the Federation","17.06"
"Rwanda","Senate","38.46"
"Saint Lucia","Senate","27.27"
"Slovenia","National Council","10.26"
"Somalia","Upper House","24.07"
"South Africa","National Council of Provinces","35.19"
"South Sudan","Council of States","12"
"Spain","Senate","37.97"
"Sudan","Council of States","35.19"
"Switzerland","Council of States","15.22"
"Tajikistan","National Assembly","21.88"
"Trinidad and Tobago","Senate","29.03"
"United Kingdom","House of Lords","25.71"
"United States of America","Senate","21"
"Uruguay","Senate","29.03"
"Uzbekistan","Senate","17"
"Yemen","Consultative Council","1.8"
"Zimbabwe","Senate","48.1"
