"Object","Close-Approach (CA) Date","CA Distance Nominal (LD | au)","CA Distance Minimum (LD | au)","V relative (km/s)","V infinity (km/s)","H (mag)","Estimated Diameter",""
"(2018 TV5)","2018-Oct-06 05:24 ± < 00:01","0.27 | 0.00068","0.27 | 0.00068","15.28","15.03","29.5","3.3 m -  7.5 m","bK18T05V"
"(1994 XM1)","1994-Dec-09 18:55 ±    00:02","0.27 | 0.00070","0.27 | 0.00069","11.33","10.99","28.2","6.1 m -   14 m","bJ94X01M"
"(2019 FC1)","2019-Mar-28 05:46 ± < 00:01","0.27 | 0.00069","0.27 | 0.00069","25.92","25.77","25.6","20 m -   45 m","bK19F01C"
"(2011 CA7)","2011-Feb-09 19:28 ±    00:07","0.27 | 0.00069","0.27 | 0.00069","9.33","8.91","30.3","2.3 m -  5.2 m","bK11C07A"
"(2017 TQ2)","2017-Sep-30 12:16 ±    00:03","0.27 | 0.00069","0.27 | 0.00069","14.74","14.47","29.4","3.5 m -  7.9 m","bK17T02Q"
"(2013 RZ53)","1954-Mar-13 00:00 ±    02:52","0.27 | 0.00069","0.27 | 0.00069","3.04","1.24","31.1","1.6 m -  3.6 m","bK13R53Z"
"(2016 AQ164)","2016-Jan-10 14:15 ±    00:02","0.27 | 0.00070","0.27 | 0.00069","14.16","13.89","29.8","2.9 m -  6.5 m","bK16AG4Q"
"(2013 EC20)","1999-Mar-12 23:36 ± 1_16:27","0.82 | 0.00211","0.27 | 0.00070","3.12","2.69","29.0","4.2 m -  9.4 m","bK13E20C"
"(2014 AW32)","1941-Jan-10 12:50 ±    05:08","0.37 | 0.00096","0.27 | 0.00070","12.42","12.19","27.5","8.4 m -   19 m","bK14A32W"
"(2013 CY32)","2013-Feb-05 15:53 ±    00:02","0.27 | 0.00070","0.27 | 0.00070","32.20","32.08","28.1","6.4 m -   14 m","bK13C32Y"
"(2018 RS)","2018-Sep-05 17:21 ±    00:04","0.28 | 0.00071","0.27 | 0.00071","17.07","16.85","30.0","2.7 m -  5.9 m","bK18R00S"
"(2011 YC40)","2011-Dec-28 02:30 ±    00:15","0.28 | 0.00071","0.28 | 0.00071","11.36","11.03","29.7","3.1 m -  6.8 m","bK11Y40C"
"(2019 VA)","2019-Nov-02 17:28 ± < 00:01","0.28 | 0.00071","0.28 | 0.00071","8.65","8.20","28.4","5.6 m -   12 m","bK19V00A"
"(2014 JR24)","2014-May-07 10:45 ± < 00:01","0.28 | 0.00071","0.28 | 0.00071","4.63","3.74","29.3","3.7 m -  8.2 m","bK14J24R"
"(2020 BZ13)","2020-Jan-29 01:18 ± < 00:01","0.28 | 0.00072","0.28 | 0.00071","24.40","24.25","29.8","2.9 m -  6.5 m","bK20B13Z"
"(2018 WE1)","2018-Nov-25 00:03 ± < 00:01","0.28 | 0.00072","0.28 | 0.00072","12.01","11.69","26.1","16 m -   36 m","bK18W01E"
"(2018 GE2)","2042-Oct-30 03:50 ±    01:34","0.34 | 0.00088","0.28 | 0.00072","6.61","6.13","27.0","11 m -   24 m","bK18G02E"
"(2015 EO6)","2015-Mar-12 00:31 ± < 00:01","0.28 | 0.00073","0.28 | 0.00073","23.82","23.66","30.2","2.4 m -  5.4 m","bK15E06O"
"(2018 WZ1)","2018-Nov-27 10:27 ± < 00:01","0.28 | 0.00073","0.28 | 0.00073","14.18","13.92","29.4","3.5 m -  7.8 m","bK18W01Z"
"(2017 FS)","2017-Mar-19 03:33 ± < 00:01","0.28 | 0.00073","0.28 | 0.00073","20.06","19.88","28.9","4.4 m -  9.9 m","bK17F00S"
"(2012 DY13)","2012-Feb-20 22:44 ± < 00:01","0.28 | 0.00073","0.28 | 0.00073","17.20","16.99","27.8","7.3 m -   16 m","bK12D13Y"
"(2012 UE34)","2041-Apr-08 02:55 ± < 00:01","0.29 | 0.00073","0.28 | 0.00073","6.12","5.49","23.3","58 m -  130 m","bK12U34E"
"(2010 UE)","2010-Oct-16 10:16 ±    00:55","0.30 | 0.00077","0.29 | 0.00073","17.32","17.12","29.6","3.2 m -  7.1 m","bK10U00E"
"(2019 RQ)","2019-Sep-02 16:45 ± < 00:01","0.29 | 0.00074","0.29 | 0.00074","13.22","12.94","30.6","2.0 m -  4.5 m","bK19R00Q"
"(2015 GU)","2015-Apr-12 05:36 ± < 00:01","0.29 | 0.00074","0.29 | 0.00074","11.66","11.34","28.4","5.6 m -   12 m","bK15G00U"
"(2015 TC25)","2015-Oct-13 07:32 ± < 00:01","0.29 | 0.00074","0.29 | 0.00074","4.43","3.53","29.3","3.7 m -  8.2 m","bK15T25C"
"(2013 LR6)","2013-Jun-08 04:42 ± < 00:01","0.29 | 0.00074","0.29 | 0.00074","9.88","9.51","27.8","7.3 m -   16 m","bK13L06R"
"(2018 DV1)","2018-Mar-02 05:54 ±    00:07","0.29 | 0.00075","0.29 | 0.00075","6.56","6.00","28.4","5.6 m -   12 m","bK18D01V"
"(2014 GC49)","2014-Apr-03 02:59 ±    00:05","0.30 | 0.00076","0.29 | 0.00076","17.08","16.87","28.6","5.1 m -   11 m","bK14G49C"
"(2019 SS2)","2019-Sep-21 07:12 ±    00:02","0.30 | 0.00077","0.30 | 0.00077","8.81","8.41","30.7","1.9 m -  4.3 m","bK19S02S"
"(2002 XV90)","2002-Dec-11 08:24 ±    00:03","0.31 | 0.00079","0.30 | 0.00078","8.01","7.58","25.5","21 m -   47 m","bK02X90V"
"(2018 NX)","2018-Jul-07 18:12 ± < 00:01","0.30 | 0.00078","0.30 | 0.00078","4.15","3.22","27.7","7.7 m -   17 m","bK18N00X"
"(2018 PY7)","2155-Aug-05 13:58 ± 4_16:16","0.39 | 0.00099","0.30 | 0.00078","10.17","9.90","26.8","12 m -   26 m","bK18P07Y"
"(2006 DD1)","2006-Feb-23 06:56 ± < 00:01","0.31 | 0.00079","0.31 | 0.00078","17.23","17.03","26.5","13 m -   30 m","bK06D01D"
"(2017 VL2)","2017-Nov-09 09:50 ± < 00:01","0.31 | 0.00079","0.31 | 0.00079","8.73","8.34","26.1","16 m -   36 m","bK17V02L"
"(2019 CN5)","2019-Feb-11 07:23 ±    00:03","0.31 | 0.00079","0.31 | 0.00079","15.84","15.63","27.9","7.0 m -   16 m","bK19C05N"
"101955 Bennu (1999 RQ36)","2135-Sep-25 09:46 ±    04:31","0.77 | 0.00199","0.31 | 0.00079","6.17","5.95","20.2","240 m -  540 m","a0101955"
"(2018 WJ)","2018-Nov-19 23:23 ± < 00:01","0.31 | 0.00079","0.31 | 0.00079","18.66","18.48","27.9","7.0 m -   16 m","bK18W00J"
"(2002 MN)","2002-Jun-14 02:03 ±    00:02","0.31 | 0.00080","0.31 | 0.00080","10.58","10.26","23.6","51 m -  110 m","bK02M00N"
"(2019 UU1)","1994-Apr-16 07:59 ±    04:16","0.47 | 0.00122","0.32 | 0.00081","7.75","7.47","30.4","2.2 m -  4.9 m","bK19U01U"
"(2017 FW158)","2017-Mar-17 14:10 ±    00:13","0.32 | 0.00082","0.32 | 0.00081","15.41","15.20","28.4","5.6 m -   13 m","bK17FF8W"
"(2017 VW13)","2001-Nov-08 12:24 ± 1_04:35","0.37 | 0.00095","0.32 | 0.00081","11.33","11.08","20.7","190 m -  430 m","bK17V13W"
"(2019 QB1)","2019-Aug-20 11:54 ±    00:01","0.32 | 0.00083","0.32 | 0.00082","11.88","11.61","27.4","8.8 m -   20 m","bK19Q01B"
"(2019 TN5)","2019-Oct-05 22:38 ± < 00:01","0.32 | 0.00083","0.32 | 0.00083","12.72","12.47","28.3","5.8 m -   13 m","bK19T05N"
"(2016 DB)","2016-Feb-15 04:50 ±    00:01","0.32 | 0.00083","0.32 | 0.00083","9.45","9.10","28.5","5.3 m -   12 m","bK16D00B"
"(2018 NW)","2018-Jul-08 03:12 ± < 00:01","0.32 | 0.00083","0.32 | 0.00083","21.26","21.11","27.8","7.3 m -   16 m","bK18N00W"
"(2008 DB)","2032-Aug-14 14:48 ± < 00:01","0.32 | 0.00083","0.32 | 0.00083","7.40","6.96","25.8","18 m -   41 m","bK08D00B"
"(2015 ET)","2015-Mar-10 16:42 ± < 00:01","0.33 | 0.00084","0.32 | 0.00083","12.38","12.12","26.7","12 m -   27 m","bK15E00T"
"(2017 HV2)","2017-Apr-23 22:04 ± < 00:01","0.33 | 0.00084","0.33 | 0.00084","9.58","9.24","28.9","4.4 m -  9.9 m","bK17H02V"
"(2017 OO1)","2017-Jul-21 03:32 ± < 00:01","0.33 | 0.00085","0.33 | 0.00085","10.37","10.06","24.5","33 m -   75 m","bK17O01O"
"(2017 FM1)","2017-Mar-20 22:38 ± < 00:01","0.33 | 0.00086","0.33 | 0.00085","10.42","10.12","29.5","3.3 m -  7.5 m","bK17F01M"
"(2011 AM37)","2011-Jan-11 11:49 ± < 00:01","0.33 | 0.00086","0.33 | 0.00086","4.42","3.65","29.7","3.1 m -  6.8 m","bK11A37M"
"(2016 TH)","2016-Oct-03 16:31 ± < 00:01","0.33 | 0.00086","0.33 | 0.00086","7.80","7.39","29.4","3.5 m -  7.8 m","bK16T00H"
"(2011 BW11)","2011-Jan-25 06:34 ±    00:02","0.34 | 0.00086","0.33 | 0.00086","23.95","23.82","28.3","5.8 m -   13 m","bK11B11W"
"(2011 TO)","2011-Sep-28 15:26 ±    00:03","0.33 | 0.00086","0.33 | 0.00086","8.86","8.51","26.3","15 m -   33 m","bK11T00O"
"(2010 AL30)","2010-Jan-13 12:47 ± < 00:01","0.34 | 0.00086","0.34 | 0.00086","9.95","9.64","27.2","9.7 m -   22 m","bK10A30L"
"(2010 VN1)","2010-Nov-02 18:05 ± < 00:01","0.34 | 0.00087","0.34 | 0.00086","11.28","11.01","28.3","5.8 m -   13 m","bK10V01N"
"(2016 RR1)","2016-Sep-02 16:15 ± < 00:01","0.34 | 0.00086","0.34 | 0.00086","7.22","6.78","28.0","6.7 m -   15 m","bK16R01R"
"(2019 TD)","2019-Sep-29 18:49 ±    00:01","0.34 | 0.00087","0.34 | 0.00087","10.10","9.79","29.2","3.8 m -  8.6 m","bK19T00D"
"(2013 WH25)","2013-Nov-29 00:46 ±    00:08","0.35 | 0.00089","0.34 | 0.00087","21.04","20.90","29.6","3.2 m -  7.1 m","bK13W25H"
"(2008 CT1)","2008-Feb-05 07:04 ±    00:39","0.35 | 0.00089","0.34 | 0.00087","13.98","13.76","27.7","7.7 m -   17 m","bK08C01T"
"(2015 UM52)","2015-Oct-22 19:19 ± < 00:01","0.34 | 0.00087","0.34 | 0.00087","7.88","7.48","27.8","7.3 m -   16 m","bK15U52M"
"(2014 AG51)","2014-Jan-09 07:54 ±    00:02","0.34 | 0.00088","0.34 | 0.00087","15.04","14.83","29.9","2.8 m -  6.2 m","bK14A51G"
"(2019 UE4)","2008-Oct-20 22:54 ± 4_10:07","0.72 | 0.00184","0.34 | 0.00087","11.74","11.62","27.7","7.7 m -   17 m","bK19U04E"
"(2018 BR1)","2018-Jan-16 13:22 ± < 00:01","0.34 | 0.00088","0.34 | 0.00088","8.86","8.51","29.5","3.3 m -  7.5 m","bK18B01R"
"(2011 EY11)","2011-Mar-07 03:27 ± < 00:01","0.34 | 0.00088","0.34 | 0.00088","11.86","11.60","28.5","5.3 m -   12 m","bK11E11Y"
"(2016 WW2)","2016-Nov-25 02:46 ± < 00:01","0.35 | 0.00089","0.35 | 0.00089","9.87","9.56","29.0","4.2 m -  9.4 m","bK16W02W"
"(2019 BV1)","2019-Jan-24 20:53 ± < 00:01","0.35 | 0.00090","0.35 | 0.00090","14.40","14.19","28.8","4.6 m -   10 m","bK19B01V"
"(2017 HJ)","2017-Apr-16 05:43 ± < 00:01","0.35 | 0.00091","0.35 | 0.00091","15.04","14.84","27.4","8.8 m -   20 m","bK17H00J"
"(2019 VR)","2019-Nov-04 10:30 ± < 00:01","0.35 | 0.00091","0.35 | 0.00091","9.63","9.32","28.1","6.4 m -   14 m","bK19V00R"
"(2017 DG16)","2017-Feb-23 21:08 ± < 00:01","0.36 | 0.00092","0.36 | 0.00092","6.91","6.48","29.3","3.7 m -  8.2 m","bK17D16G"
"(2011 UX255)","2011-Oct-28 17:43 ±    00:05","0.36 | 0.00093","0.36 | 0.00092","26.99","26.88","27.4","8.8 m -   20 m","bK11UP5X"
"(1991 BA)","1991-Jan-18 17:19 ±    00:02","0.44 | 0.00112","0.36 | 0.00093","17.88","17.75","28.6","5.1 m -   11 m","bJ91B00A"
"(2019 VS4)","2019-Nov-06 16:28 ± < 00:01","0.36 | 0.00093","0.36 | 0.00093","7.51","7.12","26.9","11 m -   25 m","bK19V04S"
"(2018 VO5)","2018-Nov-06 01:31 ± < 00:01","0.37 | 0.00094","0.37 | 0.00094","12.22","11.98","26.7","12 m -   27 m","bK18V05O"
"(2014 SM143)","2197-Oct-23 03:29 ± 1_00:20","0.78 | 0.00200","0.37 | 0.00094","17.57","17.49","20.3","230 m -  520 m","bK14SE3M"
"(2017 WW1)","2017-Nov-21 19:18 ± < 00:01","0.37 | 0.00094","0.37 | 0.00094","12.66","12.44","29.7","3.1 m -  6.8 m","bK17W01W"
"(2007 TX22)","2007-Oct-12 10:30 ±    00:44","0.38 | 0.00097","0.37 | 0.00094","9.25","8.95","28.4","5.6 m -   12 m","bK07T22X"
"(2019 BV2)","1954-Aug-02 00:31 ± 8_09:57","0.98 | 0.00252","0.37 | 0.00095","15.20","15.13","25.7","19 m -   43 m","bK19B02V"
"(2005 FN)","2005-Mar-18 21:44 ± < 00:01","0.37 | 0.00096","0.37 | 0.00096","10.62","10.36","26.9","11 m -   25 m","bK05F00N"
"(2016 LT1)","2016-Jun-07 20:25 ± < 00:01","0.38 | 0.00097","0.38 | 0.00097","7.48","7.10","29.0","4.2 m -  9.4 m","bK16L01T"
"(2019 VB5)","2019-Nov-09 17:29 ± < 00:01","0.38 | 0.00097","0.38 | 0.00097","6.20","5.74","31.7","1.2 m -  2.7 m","bK19V05B"
"(2018 FE3)","2018-Mar-18 07:12 ± < 00:01","0.38 | 0.00098","0.38 | 0.00098","6.44","6.00","27.2","9.7 m -   22 m","bK18F03E"
"(2019 JY2)","2019-May-05 17:12 ± < 00:01","0.38 | 0.00098","0.38 | 0.00098","8.05","7.71","29.6","3.2 m -  7.1 m","bK19J02Y"
"(2020 CQ2)","2020-Feb-14 02:19 ± < 00:01","0.39 | 0.00099","0.39 | 0.00099","7.99","7.65","28.6","5.0 m -   11 m","bK20C02Q"
"(2003 XJ7)","2003-Dec-06 19:04 ± < 00:01","0.39 | 0.00099","0.39 | 0.00099","16.93","16.77","26.4","14 m -   31 m","bK03X07J"
"(1993 KA2)","1993-May-20 20:38 ± < 00:01","0.39 | 0.00100","0.39 | 0.00099","24.05","23.94","29.0","4.2 m -  9.4 m","bJ93K02A"
"(2016 SJ)","2016-Sep-21 18:28 ± < 00:01","0.39 | 0.00100","0.39 | 0.00100","13.70","13.51","29.0","4.2 m -  9.4 m","bK16S00J"
"(2018 KW1)","2018-May-23 11:57 ± < 00:01","0.39 | 0.00100","0.39 | 0.00100","7.30","6.92","29.7","3.1 m -  6.8 m","bK18K01W"
"(2018 FK5)","2018-Mar-30 13:28 ± < 00:01","0.39 | 0.00100","0.39 | 0.00100","11.50","11.26","28.3","5.8 m -   13 m","bK18F05K"
"(2013 UX2)","2013-Oct-25 15:29 ± < 00:01","0.39 | 0.00100","0.39 | 0.00100","4.37","3.72","29.2","3.8 m -  8.6 m","bK13U02X"
"(2013 EC20)","2013-Mar-09 02:41 ± < 00:01","0.39 | 0.00100","0.39 | 0.00100","3.57","2.73","29.0","4.2 m -  9.4 m","bK13E20C"
"(2009 WV51)","2009-Nov-24 19:54 ± < 00:01","0.39 | 0.00101","0.39 | 0.00101","13.80","13.61","27.1","10 m -   23 m","bK09W51V"
"(2018 VP1)","2018-Nov-02 18:20 ± < 00:01","0.39 | 0.00101","0.39 | 0.00101","9.81","9.54","30.9","1.8 m -  3.9 m","bK18V01P"
"(2016 CG18)","2016-Feb-06 13:30 ± < 00:01","0.39 | 0.00101","0.39 | 0.00101","4.88","4.31","28.5","5.3 m -   12 m","bK16C18G"
"(2012 BX34)","1959-Jan-27 10:33 ±    00:25","0.53 | 0.00136","0.40 | 0.00102","9.60","9.39","27.6","8.0 m -   18 m","bK12B34X"
"(2016 EV28)","2016-Mar-08 05:06 ± < 00:01","0.40 | 0.00103","0.40 | 0.00103","25.63","25.53","28.5","5.3 m -   12 m","bK16E28V"
"(2018 HV)","2018-Apr-22 17:07 ± < 00:01","0.40 | 0.00103","0.40 | 0.00103","16.03","15.87","28.9","4.4 m -  9.9 m","bK18H00V"
"(2018 RY1)","1980-Oct-15 15:28 ±    05:04","0.41 | 0.00104","0.40 | 0.00103","8.33","8.02","24.4","35 m -   78 m","bK18R01Y"
"(2004 UH1)","1960-Oct-24 15:33 ±    03:02","0.47 | 0.00121","0.41 | 0.00104","11.80","11.61","28.1","6.4 m -   14 m","bK04U01H"
"(2019 DF)","2019-Feb-26 21:11 ±    00:09","0.45 | 0.00116","0.41 | 0.00105","14.95","14.79","29.8","2.9 m -  6.5 m","bK19D00F"
"(2019 UO8)","2019-Oct-25 13:30 ± < 00:01","0.41 | 0.00105","0.41 | 0.00105","25.24","25.14","29.3","3.7 m -  8.2 m","bK19U08O"
"(2015 AQ43)","2015-Jan-14 13:20 ± < 00:01","0.41 | 0.00105","0.41 | 0.00105","12.51","12.30","28.0","6.7 m -   15 m","bK15A43Q"
"(2019 SM8)","2019-Oct-01 13:56 ± < 00:01","0.41 | 0.00106","0.41 | 0.00106","14.22","14.05","29.2","3.8 m -  8.6 m","bK19S08M"
"(2006 QM111)","2006-Aug-31 21:30 ± < 00:01","0.42 | 0.00107","0.41 | 0.00107","18.97","18.83","27.6","8.0 m -   18 m","bK06QB1M"
"(2012 FP35)","2012-Mar-26 05:51 ± < 00:01","0.42 | 0.00107","0.42 | 0.00107","14.18","14.01","27.9","7.0 m -   16 m","bK12F35P"
"(2016 VA)","1938-Nov-02 06:17 ± 1_02:53","0.73 | 0.00188","0.42 | 0.00107","21.09","21.02","27.6","8.0 m -   18 m","bK16V00A"
"(2015 BE511)","2015-Jan-20 13:06 ± < 00:01","0.42 | 0.00108","0.42 | 0.00108","9.46","9.20","28.6","5.1 m -   11 m","bK15Bp1E"
"(2010 TW54)","2010-Oct-09 00:41 ±    00:01","0.42 | 0.00108","0.42 | 0.00108","8.07","7.76","27.6","8.0 m -   18 m","bK10T54W"
"(2008 EZ7)","2008-Mar-09 01:21 ± < 00:01","0.42 | 0.00108","0.42 | 0.00108","8.38","8.08","27.0","11 m -   24 m","bK08E07Z"
"(2003 SW130)","2003-Sep-19 05:39 ± < 00:01","0.42 | 0.00108","0.42 | 0.00108","9.09","8.82","29.1","4.0 m -  9.0 m","bK03SD0W"
"(2017 BS32)","2017-Feb-02 20:24 ± < 00:01","0.42 | 0.00109","0.42 | 0.00109","11.57","11.36","27.2","9.7 m -   22 m","bK17B32S"
"(2014 UF56)","2014-Oct-27 21:22 ± < 00:01","0.43 | 0.00110","0.43 | 0.00110","12.07","11.86","27.4","8.8 m -   20 m","bK14U56F"
"(2019 AW2)","2018-Dec-28 12:36 ±    00:08","0.43 | 0.00110","0.43 | 0.00110","14.04","13.87","25.3","23 m -   52 m","bK19A02W"
"(2004 OD4)","2004-Jul-16 05:10 ± < 00:01","0.43 | 0.00111","0.43 | 0.00110","8.89","8.61","27.0","11 m -   24 m","bK04O04D"
"(2013 RF32)","2013-Sep-05 11:26 ±    00:28","0.44 | 0.00112","0.43 | 0.00111","19.85","19.73","28.7","4.8 m -   11 m","bK13R32F"
"(2018 BW)","2018-Jan-15 15:13 ±    00:04","0.43 | 0.00112","0.43 | 0.00111","6.87","6.51","28.1","6.4 m -   14 m","bK18B00W"
"(2018 RJ3)","2018-Sep-07 21:43 ± < 00:01","0.44 | 0.00112","0.43 | 0.00112","8.39","8.11","27.8","7.3 m -   16 m","bK18R03J"
"(2019 YB)","2019-Dec-18 00:12 ±    00:03","0.44 | 0.00113","0.43 | 0.00112","12.80","12.62","29.7","3.1 m -  6.8 m","bK19Y00B"
"(2016 FC1)","2016-Mar-14 14:27 ±    00:02","0.44 | 0.00112","0.44 | 0.00112","16.19","16.04","29.1","4.0 m -  9.0 m","bK16F01C"
"(2019 UD10)","2019-Oct-27 10:08 ±    00:02","0.44 | 0.00112","0.44 | 0.00112","11.53","11.32","28.2","6.1 m -   14 m","bK19U10D"
"(2014 GY44)","2014-Mar-30 00:27 ±    00:03","0.44 | 0.00112","0.44 | 0.00112","12.50","12.31","25.4","22 m -   49 m","bK14G44Y"
"(2006 GU2)","2050-Oct-09 08:32 ± 4_09:16","0.46 | 0.00118","0.44 | 0.00112","7.62","7.32","27.8","7.3 m -   16 m","bK06G02U"
"(2019 TK5)","2056-Apr-26 11:46 ±    05:53","0.75 | 0.00192","0.44 | 0.00112","5.78","5.53","27.4","8.8 m -   20 m","bK19T05K"
"(1994 ES1)","1994-Mar-15 17:16 ± < 00:01","0.44 | 0.00113","0.44 | 0.00113","18.66","18.54","28.5","5.3 m -   12 m","bJ94E01S"
"(2006 UE64)","2006-Oct-21 02:40 ±    00:04","0.44 | 0.00114","0.44 | 0.00113","11.81","11.61","28.0","6.7 m -   15 m","bK06U64E"
"(2014 EF)","2014-Mar-06 03:20 ± < 00:01","0.44 | 0.00113","0.44 | 0.00113","15.09","14.93","28.9","4.4 m -  9.9 m","bK14E00F"
"(2017 JQ1)","2017-May-04 01:16 ± < 00:01","0.44 | 0.00114","0.44 | 0.00113","11.24","11.03","29.3","3.7 m -  8.2 m","bK17J01Q"
"(2008 FP)","2008-Mar-29 11:39 ± < 00:01","0.44 | 0.00114","0.44 | 0.00114","32.63","32.56","26.3","15 m -   33 m","bK08F00P"
"(2018 RW)","2018-Sep-08 05:18 ± < 00:01","0.44 | 0.00114","0.44 | 0.00114","6.25","5.87","30.6","2.0 m -  4.5 m","bK18R00W"
"(2011 OD18)","2011-Jul-28 08:38 ±    00:03","0.45 | 0.00115","0.45 | 0.00114","9.54","9.29","26.5","13 m -   30 m","bK11O18D"
"(2008 JL24)","2008-May-10 01:20 ± < 00:01","0.45 | 0.00115","0.45 | 0.00115","3.52","2.79","29.6","3.2 m -  7.1 m","bK08J24L"
"(2010 KO10)","2010-May-23 03:55 ± < 00:01","0.45 | 0.00116","0.45 | 0.00116","11.94","11.75","27.1","10 m -   23 m","bK10K10O"
"(2008 OT7)","2008-Jul-29 07:04 ± < 00:01","0.45 | 0.00116","0.45 | 0.00116","9.75","9.51","27.1","10 m -   23 m","bK08O07T"
"(2010 XR)","2010-Nov-29 21:58 ±    02:54","0.50 | 0.00129","0.45 | 0.00116","19.63","19.52","26.9","11 m -   25 m","bK10X00R"
"(2019 VD)","2019-Nov-04 09:56 ± < 00:01","0.45 | 0.00117","0.45 | 0.00116","12.00","11.81","27.4","8.8 m -   20 m","bK19V00D"
"(2009 CC2)","2009-Feb-02 17:14 ±    01:44","0.48 | 0.00123","0.45 | 0.00117","20.01","19.90","27.8","7.3 m -   16 m","bK09C02C"
"(2007 EH)","2007-Mar-11 01:38 ± < 00:01","0.46 | 0.00117","0.46 | 0.00117","17.40","17.27","27.6","8.0 m -   18 m","bK07E00H"
"(2018 YM)","2139-Dec-18 15:20 ± 5_20:48","0.71 | 0.00183","0.46 | 0.00118","22.71","22.65","27.1","10 m -   23 m","bK18Y00M"
"(2003 SW130)","1990-Sep-19 01:05 ±    01:07","0.56 | 0.00143","0.46 | 0.00118","9.00","8.79","29.1","4.0 m -  9.0 m","bK03SD0W"
"(2009 WJ6)","2009-Nov-20 11:09 ± < 00:01","0.46 | 0.00119","0.46 | 0.00118","18.24","18.11","27.4","8.8 m -   20 m","bK09W06J"
"(2009 TM8)","2011-Oct-17 11:42 ± 1_17:48","0.85 | 0.00219","0.46 | 0.00119","8.18","8.03","28.4","5.6 m -   12 m","bK09T08M"
"(2016 FU6)","2016-Mar-25 19:19 ±    00:04","0.47 | 0.00120","0.46 | 0.00119","10.27","10.05","28.9","4.4 m -  9.9 m","bK16F06U"
"(2019 JX1)","2019-May-02 12:39 ± < 00:01","0.47 | 0.00120","0.47 | 0.00120","14.54","14.38","29.1","4.0 m -  9.0 m","bK19J01X"
"(2018 RY5)","2018-Sep-12 17:12 ± < 00:01","0.47 | 0.00120","0.47 | 0.00120","23.72","23.62","26.6","13 m -   28 m","bK18R05Y"
"(2016 AN165)","2016-Jan-13 14:45 ± < 00:01","0.47 | 0.00120","0.47 | 0.00120","10.98","10.78","27.7","7.7 m -   17 m","bK16AG5N"
"(2017 FD3)","2017-Mar-17 14:28 ± < 00:01","0.47 | 0.00120","0.47 | 0.00120","11.58","11.38","27.7","7.7 m -   17 m","bK17F03D"
"(2015 UM52)","1933-Oct-22 08:10 ± 4_16:09","0.64 | 0.00165","0.47 | 0.00120","7.75","7.54","27.8","7.3 m -   16 m","bK15U52M"
"(2019 WG2)","2019-Nov-23 08:44 ± < 00:01","0.47 | 0.00121","0.47 | 0.00121","14.92","14.78","24.9","28 m -   62 m","bK19W02G"
"(2015 DD54)","1935-Mar-08 09:13 ± 1_15:03","0.48 | 0.00123","0.48 | 0.00122","6.92","6.60","25.4","22 m -   49 m","bK15D54D"
"(2019 RC1)","2019-Sep-07 10:48 ± < 00:01","0.48 | 0.00123","0.48 | 0.00123","20.36","20.25","28.9","4.4 m -  9.9 m","bK19R01C"
"(2018 VT5)","2018-Nov-05 01:32 ±    00:01","0.48 | 0.00123","0.48 | 0.00123","9.78","9.56","28.5","5.3 m -   12 m","bK18V05T"
"(2015 GL13)","2015-Apr-16 07:53 ± < 00:01","0.48 | 0.00124","0.48 | 0.00124","13.97","13.81","28.8","4.6 m -   10 m","bK15G13L"
"(2014 AW32)","2014-Jan-10 21:40 ± < 00:01","0.49 | 0.00125","0.49 | 0.00125","12.37","12.19","27.5","8.4 m -   19 m","bK14A32W"
"(2005 UW5)","2005-Oct-30 00:17 ± < 00:01","0.49 | 0.00125","0.49 | 0.00125","9.78","9.56","27.5","8.4 m -   19 m","bK05U05W"
"(2019 OD3)","2019-Jul-28 02:56 ± < 00:01","0.49 | 0.00126","0.49 | 0.00125","18.10","17.99","26.9","11 m -   25 m","bK19O03D"
"(2015 XX128)","2095-Dec-09 08:34 ± 3_12:52","0.88 | 0.00226","0.49 | 0.00125","3.97","3.66","26.0","17 m -   38 m","bK15XC8X"
"(2020 BT14)","2020-Feb-03 08:19 ± < 00:01","0.49 | 0.00126","0.49 | 0.00125","8.43","8.18","27.7","7.5 m -   17 m","bK20B14T"
"(2018 CC)","2018-Feb-06 20:12 ± < 00:01","0.49 | 0.00126","0.49 | 0.00126","10.64","10.44","26.6","13 m -   28 m","bK18C00C"
"(2016 RS1)","2016-Sep-03 00:30 ±    00:01","0.50 | 0.00127","0.49 | 0.00127","7.11","6.81","29.2","3.8 m -  8.6 m","bK16R01S"
"(2019 VF5)","2019-Nov-09 23:16 ± < 00:01","0.49 | 0.00127","0.49 | 0.00127","18.00","17.88","27.5","8.4 m -   19 m","bK19V05F"
"(2019 UB8)","2019-Oct-29 06:30 ± < 00:01","0.50 | 0.00127","0.49 | 0.00127","10.58","10.38","29.0","4.2 m -  9.4 m","bK19U08B"
"(2018 WH)","2018-Nov-16 05:49 ± < 00:01","0.50 | 0.00127","0.50 | 0.00127","7.81","7.53","29.8","2.9 m -  6.5 m","bK18W00H"
"308635 (2005 YU55)","2075-Nov-08 07:05 ±    00:41","0.58 | 0.00150","0.50 | 0.00127","13.77","13.64","21.9","110 m -  250 m","a0308635"
"(2017 TD6)","2017-Oct-19 18:53 ± < 00:01","0.50 | 0.00128","0.50 | 0.00128","9.21","8.98","27.2","9.7 m -   22 m","bK17T06D"
